week_end,week_last_trade_date,regime_filtered,regime_viterbi,hmm_selection_role,hmm_selection_reason,hmm_feature_preset,hmm_selection_mode,hmm_n_states,hmm_n_pca,hmm_cov_type,hmm_selected_seed,filtered_prob_regime_0,smoothed_prob_regime_0,filtered_prob_regime_1,smoothed_prob_regime_1
2017-03-24,2017-03-24,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.00026879407645333947,2.605355483673592e-05,0.9997312059234602,0.9999739464448557
2017-03-31,2017-03-31,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0003414641245952624,3.360707027792593e-05,0.9996585358754926,0.9999663929292433
2017-04-07,2017-04-07,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0008878657512138114,9.819734457024298e-05,0.9991121342486832,0.99990180265512
2017-04-14,2017-04-13,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.006427266550619456,0.0006324220869900205,0.9935727334492772,0.9993675779131235
2017-04-21,2017-04-21,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0008567251890387182,8.409885123181058e-05,0.999143274810933,0.999915901148079
2017-04-28,2017-04-28,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0008890479946223941,8.605503735933716e-05,0.9991109520053183,0.9999139449623121
2017-05-05,2017-05-05,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0002673118858877973,2.585808317326913e-05,0.9997326881140525,0.9999741419174782
2017-05-12,2017-05-12,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0002605486033700595,2.5212094410168697e-05,0.9997394513966111,0.9999747879059742
2017-05-19,2017-05-19,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.00027439325818313926,2.660569730452533e-05,0.9997256067418686,0.9999733943033414
2017-05-26,2017-05-26,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0003534890777618928,3.5079430250540945e-05,0.9996465109222037,0.9999649205697341
2017-06-02,2017-06-02,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0013633814764942044,0.0001336616480761308,0.9986366185235978,0.999866338352606
2017-06-09,2017-06-09,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0008192589602292091,7.944816051406576e-05,0.9991807410398406,0.9999205518399759
2017-06-16,2017-06-16,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0003499877629252645,3.4027832489913496e-05,0.9996500122370839,0.999965972167568
2017-06-23,2017-06-23,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0004702420996416533,4.630964803007897e-05,0.9995297579003594,0.9999536903515343
2017-06-30,2017-06-30,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0010287635167013846,0.00010060042762451407,0.9989712364832268,0.9998993995724479
2017-07-07,2017-07-07,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0007146500656351183,6.917276531382014e-05,0.9992853499343017,0.9999308272350683
2017-07-14,2017-07-14,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0002721933261992167,2.633162762797484e-05,0.9997278066738225,0.9999736683723153
2017-07-21,2017-07-21,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0002620791662971852,2.541052432160071e-05,0.9997379208337823,0.9999745894756238
2017-07-28,2017-07-28,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0003583333832273754,3.492191680857464e-05,0.9996416666168089,0.9999650780832462
2017-08-04,2017-08-04,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0005447006654414915,5.630633025762059e-05,0.9994552993345261,0.9999436936696046
2017-08-11,2017-08-11,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0032123436557621723,0.00031375466090241647,0.9967876563442901,0.9996862453393782
2017-08-18,2017-08-18,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0005943500639652253,5.832256585961178e-05,0.9994056499361464,0.9999416774335979
2017-08-25,2017-08-25,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0008666586301275406,8.503370129338875e-05,0.9991333413697896,0.9999149662993307
2017-09-01,2017-09-01,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0008549851426759046,8.399629542248609e-05,0.9991450148572645,0.9999160037049951
2017-09-08,2017-09-08,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0009078596881111433,8.956343521991379e-05,0.9990921403120738,0.9999104365653597
2017-09-15,2017-09-15,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0011091319097377484,0.00010750564428679345,0.9988908680903189,0.9998924943558797
2017-09-22,2017-09-22,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.00031967382261168474,3.101588575569973e-05,0.9996803261772277,0.9999689841141552
2017-09-29,2017-09-29,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0003838299570889895,3.76176507992214e-05,0.999616170043051,0.9999623823495969
2017-10-06,2017-10-06,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0008271997912707505,8.012023546955955e-05,0.9991728002089187,0.9999198797642836
2017-10-13,2017-10-13,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0002957292351211722,2.880531718704818e-05,0.9997042707648732,0.9999711946822268
2017-10-20,2017-10-20,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0005593716186889742,5.420297315019319e-05,0.9994406283812203,0.9999457970272672
2017-10-27,2017-10-27,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.00032481091932778255,3.150938820142314e-05,0.999675189080766,0.9999684906122929
2017-11-03,2017-11-03,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.00038084733946275404,3.694567150110646e-05,0.9996191526605946,0.9999630543283508
2017-11-10,2017-11-10,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0003792998525544253,3.681195210893484e-05,0.9996207001472457,0.9999631880482441
2017-11-17,2017-11-17,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.00039525537571164795,3.8695215132174046e-05,0.9996047446240813,0.999961304785012
2017-11-24,2017-11-24,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0007785039240230329,7.54574815170359e-05,0.9992214960758536,0.9999245425191242
2017-12-01,2017-12-01,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.00032981221782656854,3.1988802210223494e-05,0.9996701877821076,0.9999680111982961
2017-12-08,2017-12-08,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.00037311302416724004,3.617374818954083e-05,0.9996268869757653,0.9999638262519465
2017-12-15,2017-12-15,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0003500618182742865,3.4317142481855365e-05,0.9996499381819421,0.9999656828580953
2017-12-22,2017-12-22,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0008365301405843295,8.130056069834992e-05,0.9991634698592652,0.9999186994391154
2017-12-29,2017-12-29,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.00044198778463625925,4.328830538512672e-05,0.9995580122151426,0.9999567116939986
2018-01-05,2018-01-05,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0007712501633600495,7.713296703131911e-05,0.9992287498364334,0.9999228670321259
2018-01-12,2018-01-12,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.001561517596287381,0.0001671724893018888,0.9984384824034864,0.9998328275101276
2018-01-19,2018-01-19,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0016819097447816594,0.0004812506039901964,0.9983180902553773,0.99951874939642
2018-01-26,2018-01-26,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0010097309275882344,0.00848765261049917,0.9989902690724487,0.991512347389825
2018-02-02,2018-02-02,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.03952157378236035,0.3660914516391323,0.9604784262177711,0.6339085483613237
2018-02-09,2018-02-09,0,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.9304290838503604,0.7457604954774655,0.06957091614951988,0.25423950452234034
2018-02-16,2018-02-16,0,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.8809414847429102,0.4219920957386024,0.11905851525691313,0.5780079042622484
2018-02-23,2018-02-23,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.09402529925771537,0.010975397546660295,0.9059747007424547,0.9890246024529125
2018-03-02,2018-03-02,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.015681925584676452,0.0015729617823883972,0.9843180744154787,0.9984270382180624
2018-03-09,2018-03-09,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0013215189033605678,0.00016267930012138038,0.9986784810966733,0.9998373207005177
2018-03-16,2018-03-16,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.00034798590793943466,0.0011912800209273094,0.9996520140918478,0.998808719979096
2018-03-23,2018-03-23,0,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.6010580531141396,0.14445840482916278,0.39894194688589113,0.8555415951708129
2018-03-30,2018-03-29,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.11488387309119717,0.02122255863507309,0.8851161269090139,0.9787774413641921
2018-04-06,2018-04-06,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.09350406908522074,0.012038297649123517,0.9064959309146136,0.9879617023515639
2018-04-13,2018-04-13,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0309991537356553,0.003187806291091846,0.9690008462645384,0.9968121937088362
2018-04-20,2018-04-20,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0029572899362946587,0.0002876669309275126,0.9970427100638983,0.9997123330688413
2018-04-27,2018-04-27,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0004211868299531081,4.076431630249888e-05,0.9995788131701965,0.9999592356831002
2018-05-04,2018-05-04,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.00027702461066822113,2.6919221112700284e-05,0.9997229753894344,0.9999730807779857
2018-05-11,2018-05-11,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0004540888194341412,4.420734003279191e-05,0.9995459111807017,0.9999557926607061
2018-05-18,2018-05-18,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0005320793819433899,5.1600909166043795e-05,0.9994679206181512,0.9999483990903717
2018-05-25,2018-05-25,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0003623812265621317,3.507987289765346e-05,0.9996376187732164,0.9999649201277352
2018-06-01,2018-06-01,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.00028733591533535265,2.7947724048138935e-05,0.9997126640847422,0.9999720522768336
2018-06-08,2018-06-08,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0004966626606304094,4.818137741659995e-05,0.9995033373395683,0.9999518186234754
2018-06-15,2018-06-15,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0003770903149171641,3.6517227971690295e-05,0.9996229096849161,0.9999634827719288
2018-06-22,2018-06-22,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0003034884731681499,2.9452024887390477e-05,0.999696511526641,0.9999705479757536
2018-06-29,2018-06-29,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0003924090944478029,3.859397705405934e-05,0.9996075909054936,0.9999614060224118
2018-07-06,2018-07-06,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0009742800914277445,9.511216896393023e-05,0.9990257199086408,0.999904887830403
2018-07-13,2018-07-13,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0006376660103729453,6.20492263757685e-05,0.9993623339898039,0.9999379507741705
2018-07-20,2018-07-20,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0005018162119817256,4.905217814692558e-05,0.9994981837881564,0.9999509478209981
2018-07-27,2018-07-27,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0007022952922575953,6.86980596438882e-05,0.999297704707582,0.9999313019403865
2018-08-03,2018-08-03,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0007334990541084085,7.130536879907603e-05,0.9992665009456806,0.9999286946307092
2018-08-10,2018-08-10,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.00045825696241037376,4.4667947730497546e-05,0.9995417430374776,0.9999553320530317
2018-08-17,2018-08-17,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0005837034869660889,5.679678290087808e-05,0.9994162965132014,0.9999432032177632
2018-08-24,2018-08-24,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0005042714140584994,4.908460930076702e-05,0.9994957285859831,0.9999509153900085
2018-08-31,2018-08-31,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0005180614404128932,5.075935271791988e-05,0.9994819385593958,0.9999492406464018
2018-09-07,2018-09-07,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0008005555794258825,7.869010752836491e-05,0.9991994444205716,0.9999213098929792
2018-09-14,2018-09-14,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0009258325863561532,9.19173345312034e-05,0.999074167413743,0.9999080826647148
2018-09-21,2018-09-21,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0013772148181640845,0.00013506672883324472,0.9986227851819203,0.9998649332720652
2018-09-28,2018-09-28,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0006617439979480612,8.099553080413717e-05,0.9993382560020506,0.9999190044697976
2018-10-05,2018-10-05,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.008329698651409232,0.001145942110669216,0.9916703013487971,0.9988540578889725
2018-10-12,2018-10-12,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.013606816005117974,0.002081683268461008,0.9863931839949966,0.997918316730685
2018-10-19,2018-10-19,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0034724475815631948,0.0031300676392293446,0.9965275524183056,0.9968699323610749
2018-10-26,2018-10-26,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.11341525636941568,0.037378216713131324,0.8865847436305102,0.9626217832864572
2018-11-02,2018-11-02,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.2650166484125955,0.03424795495688237,0.7349833515875589,0.9657520450427446
2018-11-09,2018-11-09,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.007598144581539986,0.0008690119553729108,0.9924018554185321,0.9991309880445014
2018-11-16,2018-11-16,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.001884095283238263,0.0008863013729453832,0.9981159047166975,0.9991136986273776
2018-11-23,2018-11-23,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.011604540916088958,0.01679811890902936,0.988395459083786,0.9832018810917781
2018-11-30,2018-11-30,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0035372303856382493,0.07332048910705942,0.9964627696143924,0.9266795108931516
2018-12-07,2018-12-07,0,0,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.6177797735089935,0.9593138974834441,0.382220226491009,0.04068610251570114
2018-12-14,2018-12-14,0,0,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.7047212404141584,0.98234068510117,0.295278759585933,0.01765931489906537
2018-12-21,2018-12-21,0,0,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.9999994769970275,0.999999977557309,5.230031486634163e-07,2.244351113177114e-08
2018-12-28,2018-12-28,0,0,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.9999880984067863,0.9999991430762781,1.1901593324386462e-05,8.569232646105768e-07
2019-01-04,2019-01-04,0,0,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.999515345666881,0.9971911025773634,0.0004846543332686273,0.002808897422040144
2019-01-11,2019-01-11,0,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.8751435053840819,0.4421629681019034,0.12485649461589565,0.5578370318985115
2019-01-18,2019-01-18,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.41197838932346675,0.0669825863535473,0.5880216106763083,0.9330174136468051
2019-01-25,2019-01-25,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.03760318896646209,0.0044162919443433745,0.9623968110336232,0.9955837080558569
2019-02-01,2019-02-01,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.014352720857925825,0.0014260439174323483,0.9856472791419438,0.9985739560817047
2019-02-08,2019-02-08,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0011418848681000533,0.00011190408350062021,0.9988581151318079,0.9998880959163616
2019-02-15,2019-02-15,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0007946707614420863,7.826433379455247e-05,0.9992053292387217,0.9999217356667925
2019-02-22,2019-02-22,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0010058728790755002,0.00010035200135941634,0.9989941271208909,0.9998996479977902
2019-03-01,2019-03-01,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0015614925363715804,0.00015637838550751907,0.998438507463619,0.9998436216148912
2019-03-08,2019-03-08,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0017666235062887446,0.00017309783705355149,0.9982333764938304,0.9998269021636207
2019-03-15,2019-03-15,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0007566261341587223,7.612739907139171e-05,0.9992433738659744,0.9999238726015446
2019-03-22,2019-03-22,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.001940284745573293,0.0001936358194206549,0.998059715254357,0.9998063641811881
2019-03-29,2019-03-29,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0015818796962950323,0.00015733932391389846,0.9984181203038246,0.9998426606753105
2019-04-05,2019-04-05,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.001451545190567175,0.00014261758002785487,0.9985484548092488,0.9998573824204616
2019-04-12,2019-04-12,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0009017529939805597,8.883967647425568e-05,0.9990982470058224,0.999911160323971
2019-04-19,2019-04-18,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0010154885131855144,0.00010160173095378686,0.9989845114870045,0.9998983982690927
2019-04-26,2019-04-26,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0017149036772962259,0.00016897551090373775,0.9982850963226203,0.9998310244889528
2019-05-03,2019-05-03,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0010081347375268917,0.00010090448021202491,0.9989918652624848,0.9998990955189886
2019-05-10,2019-05-10,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.001706356953546213,0.0001706593320610486,0.998293643046496,0.9998293406672423
