week_end,week_last_trade_date,regime_filtered,regime_viterbi,hmm_selection_role,hmm_selection_reason,hmm_feature_preset,hmm_selection_mode,hmm_n_states,hmm_n_pca,hmm_cov_type,hmm_selected_seed,filtered_prob_regime_0,smoothed_prob_regime_0,filtered_prob_regime_1,smoothed_prob_regime_1
2017-03-17,2017-03-17,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.00019044457247757834,1.8425040546092492e-05,0.9998095554276004,0.9999815749603245
2017-03-24,2017-03-24,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0002687940764532783,2.605355483659375e-05,0.9997312059234602,0.9999739464448557
2017-03-31,2017-03-31,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0003414641245952624,3.360707027774254e-05,0.9996585358754926,0.9999663929292433
2017-04-07,2017-04-07,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0008878657512138114,9.819734456988573e-05,0.9991121342486832,0.99990180265512
2017-04-14,2017-04-13,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0064272665506223785,0.0006324220869877199,0.9935727334492772,0.9993675779131235
2017-04-21,2017-04-21,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0008567251890391078,8.409885123135165e-05,0.999143274810933,0.999915901148079
2017-04-28,2017-04-28,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0008890479946225962,8.605503735902409e-05,0.9991109520053183,0.9999139449623121
2017-05-05,2017-05-05,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0002673118858878581,2.585808317308099e-05,0.9997326881140524,0.9999741419174782
2017-05-12,2017-05-12,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0002605486033700595,2.5212094410031115e-05,0.9997394513966111,0.9999747879059742
2017-05-19,2017-05-19,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.00027439325818320165,2.6605697304380145e-05,0.9997256067418686,0.9999733943033413
2017-05-26,2017-05-26,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0003534890777618928,3.507943025041333e-05,0.9996465109222037,0.9999649205697341
2017-06-02,2017-06-02,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0013633814764942044,0.00013366164807564453,0.9986366185235978,0.999866338352606
2017-06-09,2017-06-09,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0008192589602293954,7.944816051348769e-05,0.9991807410398406,0.9999205518399759
2017-06-16,2017-06-16,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.000349987762925344,3.4027832489727806e-05,0.9996500122370839,0.999965972167568
2017-06-23,2017-06-23,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0004702420996416533,4.630964802982626e-05,0.9995297579003594,0.9999536903515343
2017-06-30,2017-06-30,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0010287635167016186,0.00010060042762396509,0.9989712364832268,0.9998993995724479
2017-07-07,2017-07-07,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0007146500656352808,6.917276531331685e-05,0.9992853499343017,0.9999308272350683
2017-07-14,2017-07-14,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0002721933261992785,2.6331627627783254e-05,0.9997278066738225,0.9999736683723153
2017-07-21,2017-07-21,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0002620791662971852,2.5410524321415823e-05,0.9997379208337823,0.9999745894756238
2017-07-28,2017-07-28,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0003583333832274569,3.4921916808257025e-05,0.9996416666168089,0.9999650780832462
2017-08-04,2017-08-04,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0005447006654416154,5.6306330257313324e-05,0.9994552993345261,0.9999436936696046
2017-08-11,2017-08-11,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0032123436557629026,0.0003137546609012751,0.9967876563442901,0.9996862453393782
2017-08-18,2017-08-18,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0005943500639652253,5.832256585929351e-05,0.9994056499361464,0.9999416774335979
2017-08-25,2017-08-25,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0008666586301277376,8.50337012930794e-05,0.9991333413697896,0.9999149662993307
2017-09-01,2017-09-01,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.000854985142676099,8.399629542187494e-05,0.9991450148572645,0.9999160037049951
2017-09-08,2017-09-08,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0009078596881111433,8.956343521909921e-05,0.9990921403120738,0.9999104365653597
2017-09-15,2017-09-15,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0011091319097377484,0.00010750564428601124,0.9988908680903189,0.9998924943558797
2017-09-22,2017-09-22,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.00031967382261168474,3.101588575553048e-05,0.9996803261772277,0.9999689841141552
2017-09-29,2017-09-29,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0003838299570889895,3.761765079887927e-05,0.999616170043051,0.9999623823495969
2017-10-06,2017-10-06,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0008271997912707505,8.012023546926808e-05,0.9991728002089187,0.9999198797642836
2017-10-13,2017-10-13,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0002957292351211722,2.8805317186838592e-05,0.9997042707648732,0.9999711946822268
2017-10-20,2017-10-20,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0005593716186889742,5.420297314979881e-05,0.9994406283812203,0.9999457970272672
2017-10-27,2017-10-27,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.00032481091932778255,3.1509388201251194e-05,0.999675189080766,0.9999684906122929
2017-11-03,2017-11-03,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.00038084733946275404,3.694567150090485e-05,0.9996191526605946,0.9999630543283508
2017-11-10,2017-11-10,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0003792998525544253,3.681195210860004e-05,0.9996207001472457,0.9999631880482441
2017-11-17,2017-11-17,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.00039525537571164795,3.86952151318925e-05,0.9996047446240813,0.999961304785012
2017-11-24,2017-11-24,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0007785039240230329,7.545748151648687e-05,0.9992214960758536,0.9999245425191242
2017-12-01,2017-12-01,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.00032981221782671854,3.198880221004893e-05,0.9996701877821076,0.9999680111982961
2017-12-08,2017-12-08,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.00037311302416724004,3.617374818934343e-05,0.9996268869757653,0.9999638262519464
2017-12-15,2017-12-15,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0003500618182742865,3.431714248173052e-05,0.9996499381819421,0.9999656828580952
2017-12-22,2017-12-22,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0008365301405843295,8.130056069761049e-05,0.9991634698592652,0.9999186994391154
2017-12-29,2017-12-29,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0004419877846364602,4.32883053848905e-05,0.9995580122151426,0.9999567116939986
2018-01-05,2018-01-05,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0007712501633600495,7.71329670308982e-05,0.9992287498364334,0.9999228670321259
2018-01-12,2018-01-12,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.001561517596287381,0.00016717248930067245,0.9984384824034864,0.9998328275101276
2018-01-19,2018-01-19,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0016819097447816594,0.00048125060398932103,0.9983180902553773,0.99951874939642
2018-01-26,2018-01-26,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0010097309275882344,0.00848765261051461,0.9989902690724487,0.991512347389825
2018-02-02,2018-02-02,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.03952157378236035,0.3660914516384664,0.9604784262177711,0.6339085483613237
2018-02-09,2018-02-09,0,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.9304290838503604,0.7457604954761089,0.06957091614951988,0.25423950452326527
2018-02-16,2018-02-16,0,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.8809414847433108,0.4219920957370672,0.11905851525653413,0.5780079042622484
2018-02-23,2018-02-23,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.09402529925814294,0.01097539754664033,0.9059747007416308,0.9890246024529125
2018-03-02,2018-03-02,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.015681925584740637,0.0015729617823883972,0.9843180744154787,0.9984270382180624
2018-03-09,2018-03-09,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0013215189033629717,0.00016267930012108447,0.9986784810966733,0.9998373207005177
2018-03-16,2018-03-16,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0003479859079395929,0.0011912800209186417,0.9996520140918477,0.998808719979096
2018-03-23,2018-03-23,0,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.6010580531141396,0.1444584048281117,0.39894194688589113,0.855541595172369
2018-03-30,2018-03-29,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.11488387309124942,0.021222558634995885,0.8851161269086113,0.9787774413641921
2018-04-06,2018-04-06,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.09350406908530579,0.012038297649035926,0.9064959309146136,0.9879617023515639
2018-04-13,2018-04-13,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.03099915373568349,0.0031878062910802485,0.9690008462640978,0.9968121937088362
2018-04-20,2018-04-20,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0029572899362973483,0.0002876669309264661,0.9970427100638983,0.9997123330688413
2018-04-27,2018-04-27,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0004211868299529166,4.076431630220228e-05,0.9995788131701965,0.9999592356831002
2018-05-04,2018-05-04,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.00027702461066822113,2.6919221112553384e-05,0.9997229753894344,0.9999730807779857
2018-05-11,2018-05-11,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.00045408881943434775,4.420734003255067e-05,0.9995459111807016,0.9999557926607061
2018-05-18,2018-05-18,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0005320793819436319,5.160090916576221e-05,0.9994679206181512,0.9999483990903716
2018-05-25,2018-05-25,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.00036238122656229643,3.507987289739822e-05,0.9996376187732164,0.9999649201277352
2018-06-01,2018-06-01,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.00028733591533535265,2.7947724047935586e-05,0.9997126640847422,0.9999720522768336
2018-06-08,2018-06-08,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0004966626606304094,4.8181377416337025e-05,0.9995033373395683,0.9999518186234754
2018-06-15,2018-06-15,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0003770903149171641,3.65172279714246e-05,0.9996229096849161,0.9999634827719288
2018-06-22,2018-06-22,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.00030348847316801186,2.9452024887176184e-05,0.999696511526641,0.9999705479757536
2018-06-29,2018-06-29,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0003924090944478029,3.859397705377853e-05,0.9996075909054936,0.9999614060224118
2018-07-06,2018-07-06,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0009742800914277445,9.51121689634112e-05,0.9990257199086406,0.9999048878304029
2018-07-13,2018-07-13,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0006376660103729453,6.204922637542989e-05,0.9993623339898039,0.9999379507741705
2018-07-20,2018-07-20,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0005018162119817256,4.9052178146657904e-05,0.9994981837881564,0.9999509478209981
2018-07-27,2018-07-27,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0007022952922579147,6.869805964338836e-05,0.999297704707582,0.9999313019403865
2018-08-03,2018-08-03,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0007334990541084085,7.130536879868692e-05,0.9992665009456806,0.9999286946307092
2018-08-10,2018-08-10,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.00045825696241037376,4.46679477302538e-05,0.9995417430374776,0.9999553320530317
2018-08-17,2018-08-17,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0005837034869660889,5.679678290046483e-05,0.9994162965132014,0.9999432032177632
2018-08-24,2018-08-24,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0005042714140584994,4.908460930049917e-05,0.9994957285859831,0.9999509153900085
2018-08-31,2018-08-31,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0005180614404131288,5.0759352717550554e-05,0.9994819385593958,0.9999492406464018
2018-09-07,2018-09-07,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0008005555794258825,7.869010752807864e-05,0.9991994444205716,0.9999213098929792
2018-09-14,2018-09-14,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0009258325863561532,9.191733453053462e-05,0.999074167413743,0.9999080826647148
2018-09-21,2018-09-21,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0013772148181640845,0.00013506672883250768,0.9986227851819203,0.9998649332720652
2018-09-28,2018-09-28,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0006617439979480612,8.099553080354785e-05,0.9993382560020506,0.9999190044697975
2018-10-05,2018-10-05,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.008329698651409232,0.0011459421106629628,0.991670301348797,0.9988540578889725
2018-10-12,2018-10-12,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.013606816005117974,0.0020816832684496488,0.9863931839949966,0.997918316730685
2018-10-19,2018-10-19,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.003472447581566353,0.003130067639212264,0.9965275524183056,0.9968699323610748
2018-10-26,2018-10-26,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.11341525636941568,0.03737821671292735,0.8865847436305102,0.9626217832864572
2018-11-02,2018-11-02,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.2650166484125955,0.03424795495663318,0.7349833515875589,0.9657520450427446
2018-11-09,2018-11-09,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.007598144581546896,0.0008690119553697493,0.992401855418532,0.9991309880445014
2018-11-16,2018-11-16,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.001884095283238263,0.0008863013729421587,0.9981159047166975,0.9991136986273776
2018-11-23,2018-11-23,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.011604540916088958,0.016798118908998804,0.988395459083786,0.9832018810917781
2018-11-30,2018-11-30,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0035372303856382493,0.07332048910692605,0.9964627696143924,0.9266795108931516
2018-12-07,2018-12-07,0,0,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.6177797735089935,0.9593138974834441,0.38222022649083515,0.04068610251570114
2018-12-14,2018-12-14,0,0,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.7047212404144789,0.98234068510117,0.29527875958566446,0.01765931489906537
2018-12-21,2018-12-21,0,0,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.9999994769970275,0.999999977557309,5.230031486615137e-07,2.2443511131730314e-08
2018-12-28,2018-12-28,0,0,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.9999880984067862,0.9999991430762781,1.1901593324305279e-05,8.569232646059006e-07
2019-01-04,2019-01-04,0,0,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.999515345666881,0.9971911025773634,0.000484654333265101,0.002808897422029925
2019-01-11,2019-01-11,0,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.8751435053848778,0.4421629681019034,0.12485649461515755,0.5578370318974968
2019-01-18,2019-01-18,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.41197838932515285,0.06698258635366915,0.5880216106747039,0.9330174136468051
2019-01-25,2019-01-25,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.03760318896668438,0.004416291944351407,0.9623968110331855,0.9955837080558569
2019-02-01,2019-02-01,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.01435272085797804,0.0014260439174323483,0.9856472791419438,0.9985739560817047
2019-02-08,2019-02-08,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0011418848681016111,0.00011190408350021311,0.9988581151318079,0.9998880959163616
2019-02-15,2019-02-15,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0007946707614420863,7.826433379412539e-05,0.9992053292387217,0.9999217356667924
2019-02-22,2019-02-22,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0010058728790759575,0.00010035200135886872,0.9989941271208909,0.9998996479977902
2019-03-01,2019-03-01,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0015614925363708703,0.0001563783855060968,0.998438507463619,0.9998436216148912
2019-03-08,2019-03-08,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0017666235062887446,0.0001730978370526069,0.9982333764938304,0.9998269021636207
2019-03-15,2019-03-15,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0007566261341587223,7.612739907083782e-05,0.9992433738659744,0.9999238726015446
2019-03-22,2019-03-22,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0019402847455741753,0.00019363581941959823,0.998059715254357,0.999806364181188
2019-03-29,2019-03-29,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0015818796962957515,0.00015733932391275368,0.9984181203038246,0.9998426606753105
2019-04-05,2019-04-05,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.001451545190567175,0.0001426175800268172,0.9985484548092488,0.9998573824204616
2019-04-12,2019-04-12,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0009017529939805597,8.883967647377087e-05,0.9990982470058224,0.9999111603239709
2019-04-19,2019-04-18,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0010154885131855144,0.00010160173095323242,0.9989845114870045,0.9998983982690927
2019-04-26,2019-04-26,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0017149036772962259,0.0001689755109025083,0.9982850963226203,0.9998310244889528
2019-05-03,2019-05-03,1,1,project,Best interpretable candidate also has the best validation log-likelihood among survivors — no interpretability/likelihood trade-off to resolve.,regime_core,pipeline,2,8,diag,7,0.0010081347375273501,0.00010090448021147427,0.9989918652624848,0.9998990955189886
